0,1,2,3,4,5,6
番号,基準点コード,局名称,県名,施設名,受信機名,アンテナ名
21090,EL04730277901,大隅,鹿児島県,旧曽於市立月野中学校,TOPCON NETG5,TRM59800.80 GSI
21091,EL04730124702,金峰,鹿児島県,南さつま市立金峰中学校,TRIMBLE NETR9,TPSCR.G5 GSI
21092,EL04730045302,喜入,鹿児島県,喜入総合運動場,TRIMBLE ALLOY,TRM59800.80 GSI
21093,EL04630669901,大根占,鹿児島県,錦江町立池田学習センター,TOPCON NETG5,TRM59800.80 GSI
21094,EL03927476902,与那城,沖縄県,うるま市立伊計小中学校,TOPCON NETG5,TRM59800.80 GSI
21095,EL03927367001,北谷,沖縄県,北谷町立桑江中学校,TRIMBLE NETR9,TRM59800.80 GSI
21096,EL03927253403,那覇,沖縄県,ひよどり公園,TOPCON NETG5,TRM59800.80 GSI
21098,EL03653374801,南鳥島,東京都,気象庁測候所,TRIMBLE ALLOY,TRM59800.80 GSI
21099,EL05437143402,乗鞍岳,岐阜県,乗鞍国有林　１２０ニ林小班　東京大学宇宙線研究所　乗鞍観測所,TOPCON NETG5,TRM59800.80 GSI
21100,EL05338053801,富士山,静岡県及び山梨県,富士山測候所,TRIMBLE NETR9,TRM59800.80 GSI
21101,EL05236542005,大安Ａ,三重県,いなべ市立石榑小学校,TRIMBLE NETR9,TPSCR.G5 GSI
31102,EL05238718402,静岡畑薙Ａ,静岡県,畑薙第一ダム,TRIMBLE NETR9,TPSCR.G5 GSI
31103,EL05237336301,作手,愛知県,新城市立巴小学校,TRIMBLE NETR9,TPSCR.G5 GSI
31104,EL05136675802,鳥羽２,三重県,鳥羽市立神島中学校,TOPCON NETG5,TPSCR.G5 GSI
31105,EL05136464402,磯部,三重県,志摩市立磯部小学校,TOPCON NETG5,TPSCR.G5 GSI
31106,EL05136335101,紀勢,三重県,紀勢町児童館,TOPCON NETG5,TPSCR.G5 GSI
31107,EL05036711102,三重熊野２,三重県,熊野市立新鹿小学校,TOPCON NETG5,TPSCR.G5 GSI
31108,EL05135158902,大塔,奈良県,,NETG3,TPSCR4
31109,EL05135120302,金屋,和歌山県,有田川町立五西月小学校,TOPCON NETG5,TPSCR.G5 GSI
31110,EL05035632102,南部川,和歌山県,みなべ町立清川中学校,TOPCON NETG5,TPSCR.G5 GSI
31111,EL05035565902,熊野川,和歌山県,新宮市立熊野川中学校,TOPCON NETG5,TPSCR.G5 GSI
31112,EL05035337202,白浜,和歌山県,白浜町立富田小学校,TOPCON NETG5,TPSCR.G5 GSI
31113,EL05035262603,古座,和歌山県,古座町大型共同作業場,TOPCON NETG5,TPSCR.G5 GSI
31114,EL05034741001,徳島勝浦,徳島県,勝浦町立勝浦中学校,TOPCON NETG5,TPSCR.G5 GSI
31115,EL05033660302,西祖谷山,徳島県,三好市立有瀬小学校（休校）,NETG3,TPSCR4
31116,EL05034538802,相生,徳島県,那賀町立相生小学校,TOPCON NETG5,TPSCR.G5 GSI
31117,EL05032241501,大洲,愛媛県,大洲市立冨士山公園（とみすやま）,TRIMBLE ALLOY,TPSCR.G5 GSI
31118,EL04932624802,宇和島２,愛媛県,宇和島市立戸島小学校,TRIMBLE NETR9,TPSCR.G5 GSI
31119,EL05033235401,伊野,高知県,いの町立伊野中学校,TRIMBLE ALLOY,TPSCR.G5 GSI
31120,EL05033255502,吉川,高知県,ミニさくら公園,TOPCON NETG5,TPSCR.G5 GSI
31121,EL05034004402,室戸３,高知県,潮害防備保安林,TRIMBLE NETR9,TPSCR.G5 GSI
31122,EL04934711401,室戸４,高知県,県道室戸公園線山頂駐車場,TOPCON NETG5,TPSCR.G5 GSI
31123,EL04932777702,檮原２,高知県,檮原町高齢者コミュニティーセンター,TOPCON NETG5,TPSCR.G5 GSI
31124,EL04932467501,中村２,高知県,旧中村市立勝間小学校跡,TOPCON NETG5,TRM59800.80 GSI
31125,EL04932274801,土佐清水２,高知県,土佐清水市立布小学校（H21.4.1休校）,TRIMBLE NETR9,TPSCR.G5 GSI
31126,EL04932161401,土佐清水３,高知県,土佐清水市立貝ノ川小学校,TRIMBLE NETR9,TPSCR.G5 GSI
31127,EL05337563502,木曽駒ヶ岳,長野県,国有林１１０林班ロ小班,TRIMBLE ALLOY,TRM59800.80 GSI
31128,EL05336058803,岐阜Ａ,岐阜県,岐阜県立岐南工業高校,TOPCON NETG5,TRM159900.00 GSI
41129,EL05136732403,嬉野,三重県,旧中郷小学校,TRIMBLE ALLOY,TRM59800.80 GSI
41130,EL05035449702,和歌山大塔,和歌山県,富里若者広場,TRIMBLE ALLOY,TRM59800.80 GSI
41131,EL05033476501,物部,高知県,旧岡ノ内小・中学校,TRIMBLE ALLOY,TRM59800.80 GSI
41132,EL05033205301,久万高原,愛媛県,旧中津小学校跡地,TRIMBLE ALLOY,TRM59800.80 GSI
41133,EL04932434901,愛南,愛媛県,愛南町立内海中学校,TRIMBLE ALLOY,TRM59800.80 GSI
41134,EL05032076301,檮原Ａ,高知県,檮原町立檮原中学校,TRIMBLE NETR9,TPSCR.G5 GSI
41135,EL05333158503,東伯Ａ,鳥取県,琴浦町立浦安幼稚園,TRIMBLE NETR9,TPSCR.G5 GSI
41136,EL05237054003,雄踏Ａ,静岡県,浜松市立雄踏保育園,TOPCON NETG5,TPSCR.G5 GSI
41137,EL04931439004,直入Ａ,大分県,竹田市直入総合支所,TOPCON NETG5,TPSCR.G5 GSI
41138,EL05437649702,立山Ａ,富山県,ホテル立山,TRIMBLE ALLOY,TRM159900.00 GSI
41139,EL05136344304,南島Ａ,三重県,なかよし保育園,TRIMBLE NETR9,TRM159900.00 GSI
51140,EL03036501602,沖ノ鳥島,東京都,東小島,TRIMBLE NETR9,TRM57970.00 GSI
51141,EL04932572602,四万十,高知県,四万十市立大用中学校,TRIMBLE NETR9,TRM59800.80 GSI
51142,EL04932351402,宿毛２,高知県,宿毛市立咸陽小学校,TRIMBLE ALLOY,TRM59800.80 GSI
51143,EL05236321303,土山Ａ,滋賀県,甲賀市立土山中学校,TOPCON NETG5,TPSCR.G5 GSI
51144,EL05238366302,戸田Ｂ,静岡県,None,TRIMBLE NETR9,TPSCR.G5 GSI
51145,EL05841228203,岩手川崎Ａ,岩手県,一関市立薄衣小学校,TOPCON NETG5,TRM59800.80 GSI
51146,EL05135130402,和歌山清水Ａ,和歌山県,有田川町立清水保育園,TRIMBLE NETR9,TPSCR.G5 GSI
51147,EL05131065601,徳山Ａ,山口県,周南市周南緑地公園（東５）,TRIMBLE ALLOY,TPSCR.G5 GSI
59071,EL05741447204,Ｍ牡鹿,宮城県,None,TRIMBLE NETR9,TRM59800.80 GSI
61148,EL05136558802,伊勢,三重県,伊勢市立倉田山中学校,TOPCON NETG5,TRM59800.80 GSI
61149,EL05136355501,南伊勢,三重県,南伊勢町民グランド,TOPCON NETG5,TRM59800.80 GSI
61150,EL06340676102,壮瞥Ａ,北海道,道の駅「そうべつサムズ」,TRIMBLE NETR9,TPSCR.G5 GSI
61151,EL05132559201,東広島Ａ,広島県,東広島市立志和中学校,TOPCON NETG5,TRM59800.80 GSI
71152,EL05033374301,安芸２,高知県,畑山公民館,TOPCON NETG5,TRM59800.80 GSI
71153,EL05034502902,那賀,徳島県,那賀町立北川小学校,TRIMBLE NETR9,TRM59800.80 GSI
71154,EL05035522401,みなべ,和歌山県,小目津公園,TOPCON NETG5,TRM59800.80 GSI
71155,EL05035379702,那智勝浦３,和歌山県,宇久井小学校,TRIMBLE NETR9,TRM59800.80 GSI
71156,EL05036508102,御浜,三重県,寺谷総合公園,TRIMBLE ALLOY,TRM59800.80 GSI
71157,EL05132427702,広島２Ａ,広島県,佐伯運動公園,TRIMBLE NETR9,TPSCR.G5 GSI
71158,EL05536460104,志賀Ａ,石川県,志賀町立志賀中学校,TRIMBLE NETR9,TPSCR.G5 GSI
71159,EL05941003405,花巻Ａ,岩手県,花巻市立西南中学校,TRIMBLE ALLOY,TPSCR.G5 GSI
71160,EL05237050702,浜松Ａ,静岡県,本町公園,TOPCON NETG5,TPSCR.G5 GSI
71161,EL05237031503,豊橋Ａ,愛知県,豊橋市立小沢小学校,TOPCON NETG5,TPSCR.G5 GSI
71162,EL05739641203,新潟山北,新潟県,村上高等学校山北分校跡地,TRIMBLE NETR9,TPSCR.G5 GSI
71163,EL05439722202,群馬利根Ａ,群馬県,根利牧場,TRIMBLE NETR9,TRM59800.80 GSI
71164,EL05132629101,戸河内Ａ,広島県,道の駅　来夢とごうち,TRIMBLE ALLOY,TPSCR.G5 GSI
81165,EL04932747702,宇和島３,愛媛県,三間町運動公園,TRIMBLE ALLOY,TRM59800.80 GSI
81166,EL04933518702,四万十町,高知県,興津崎灯台,TRIMBLE ALLOY,TRM59800.80 GSI
81167,EL05334234902,温泉Ａ,兵庫県,健康公園,TRIMBLE NETR9,TPSCR.G5 GSI
81168,EL04829669201,長崎Ａ,長崎県,脇岬ふれあい公園,TRIMBLE NETR9,TPSCR.G5 GSI
81169,EL04930071805,矢部Ａ,熊本県,中央グラウンド,TRIMBLE NETR9,TRM59800.80 GSI
81170,EL05235664102,京都左京１Ａ,京都府,京都市立花脊小学校・中学校敷地内,TRIMBLE NETR9,TPSCR.G5 GSI
81171,EL05339550101,練馬Ａ,東京都,練馬区立春日町しゃらのき児童遊園,TRIMBLE NETR9,TPSCR.G5 GSI
81172,EL04933409803,高知佐賀Ａ,高知県,黒潮町立佐賀中学校,TRIMBLE NETR9,TRM59800.80 GSI
81173,EL06241610103,椴法華Ａ,北海道,函館市立椴法華中学校,TRIMBLE NETR9,TPSCR.G5 GSI
91174,EL06040629303,西目屋Ａ,青森県,田代憩いの広場,TOPCON NETG5,TRM59800.80 GSI
91175,EL06140370902,平内Ａ,青森県,夜越山森林公園,TRIMBLE ALLOY,TRM59800.80 GSI
91176,EL05640060401,福島川内Ａ,福島県,川内村コミュニティセンター,TOPCON NETG5,TPSCR.G5 GSI
91177,EL06542070503,新得２Ａ,北海道,新得町立富村牛小中学校,TRIMBLE NETR9,TRM59800.80 GSI
91178,EL05138712705,御前崎Ａ,静岡県,おまえざき公園,TRIMBLE ALLOY,TRM59800.80 GSI
91179,EL05740360001,仙台,宮城県,仙台市天文台,TRIMBLE NETR9,TPSCR.G5 GSI
91180,EL05334320601,岩美Ａ,鳥取県,岩美町立岩美北小学校,TOPCON NETG5,TRM59800.80 GSI
01181,EL05540771902,楢葉Ａ,福島県,楢葉町公民館分館,TRIMBLE NETR9,TRM59800.80 GSI
01182,EL06445744003,根室１Ａ,北海道,根室市じん芥焼却場,TOPCON NETG5,TPSCR.G5 GSI
01183,EL05239306701,伊東Ａ,静岡県,伊東市立竹の台幼稚園,TOPCON NETG5,TPSCR.G5 GSI
11184,EL05941478703,田老Ａ,岩手県,宮古市立田老第一小学校,TOPCON NETG5,TRM59800.80 GSI
11185,EL05740273202,仙台太白,宮城県,仙台市立四郎丸小学校,TOPCON NETG5,TRM59800.80 GSI
11186,EL05639518702,水原Ａ,新潟県,阿賀野市水原野球場,TRIMBLE ALLOY,TRM159900.00 GSI
11187,EL05333122705,米子Ａ,鳥取県,米子特別地域気象観測所,TRIMBLE ALLOY,TRM59800.80 GSI
11188,EL05135069001,十津川２,奈良県,None,TOPCON NETG5,TRM59800.80 GSI
11189,EL05033664102,西祖谷山Ａ,徳島県,三好市立下名小学校,TRIMBLE NETR9,TPSCR.G5 GSI
11190,EL03927151302,糸満,沖縄県,糸満市立喜屋武小学校,TRIMBLE ALLOY,TRM59800.80 GSI
21191,EL05941040204,遠野Ａ,岩手県,遠野市立遠野中学校,TRIMBLE ALLOY,TPSCR.G5 GSI
21192,EL05033675501,東祖谷山Ａ,徳島県,旧三好市立落合小学校,TRIMBLE NETR9,TRM59800.80 GSI
21193,EL05035439004,田辺Ａ,和歌山県,田辺市立稲成小学校,TOPCON NETG5,TPSCR.G5 GSI
31194,EL05239300104,中伊豆Ａ,静岡県,社会福祉法人農協共済中伊豆リハビリテーションセンター,TRIMBLE ALLOY,TRM59800.80 GSI
31195,EL05740665802,色麻Ａ,宮城県,色麻町役場,TOPCON NETG5,TRM59800.80 GSI
31196,EL05840725204,東由利Ａ,秋田県,由利本荘市東由利屋内運動場　げんき館,TOPCON NETG5,TRM59800.80 GSI
31197,EL05132079904,今治Ａ,愛媛県,大新田公園,TOPCON NETG5,TRM159900.00 GSI
31198,EL05034751003,阿南１Ａ,徳島県,阿南第１中学校,TRIMBLE NETR9,TRM159900.00 GSI
31199,EL06443627303,上士幌Ａ,北海道,上士幌町スポーツセンター,TRIMBLE ALLOY,TRM59800.80 GSI
31200,EL03622574503,与那国Ａ,沖縄県,与那国町立久部良中学校,TRIMBLE NETR9,TRM59800.80 GSI
31201,EL05740469804,宮城大和Ａ,宮城県,学校法人　仙台情報工科専門学校宮床実習場,TRIMBLE ALLOY,TRM59800.80 GSI
32009, 	EL05440215702,石岡,茨城県,茨城県畜産センター,TRIMBLE ALLOY,TRM59800.00 GSI
41202,EL05139203902,神津島１Ａ,東京都,ありま展望台駐車場,TOPCON NETG5,TPSCR.G5 GSI
41203,EL05035159302,串本２,和歌山県,旧安指児童公園,TOPCON NETG5,TRM59800.80 GSI
41204,EL05134304104,高松Ａ,香川県,香川県立高松南高等学校,TOPCON NETG5,TRM159900.00 GSI
41205,EL05033710801,西条Ａ,愛媛県,西条市立飯岡小学校,TOPCON NETG5,TRM59800.80 GSI
41206,EL05338570601,小菅Ａ,山梨県,村営住宅駐車場,TOPCON NETG5,TRM59800.80 GSI
41207,EL05033550301,大豊Ａ,高知県,大杉農村広場,TOPCON NETG5,TRM59800.80 GSI
41208,EL04128578202,鹿児島天城Ａ,鹿児島県,農林水産省九州農政局徳之島用水農業水利事業所,TOPCON NETG5,TPSCR.G5 GSI
41209,EL05238303602,川根Ａ,静岡県,島田市立川根中学校,TOPCON NETG5,TPSCR.G5 GSI
51210,EL05335146901,大飯Ａ,福井県,おおい町立本郷小学校,TOPCON NETG5,TPSCR.G5 GSI
51211,EL03622573502,与那国Ｂ,沖縄県,与那国町役場,TOPCON NETG5,TRM59800.80 GSI
51212,EL05639721804,新発田Ａ,新潟県,新発田市立東中学校,TRIMBLE NETR9,TPSCR.G5 GSI
51213,EL05134006402,美馬Ａ,徳島県,美馬市立美馬中学校,TRIMBLE ALLOY,TPSCR.G5 GSI
61214,EL05436320901,山中Ａ,石川県,加美台公園,TRIMBLE NETR9,TRM59800.80 GSI
61215,EL05841643702,住田Ａ,岩手県,八日町農村公園,TRIMBLE NETR9,TPSCR.G5 GSI
61216,EL05238103102,掛川Ａ,静岡県,掛川市立東中学校,TRIMBLE ALLOY,TPSCR.G5 GSI
61217,EL05239507803,湯河原Ａ,神奈川県,湯河原町民体育館,TRIMBLE ALLOY,TRM59800.80 GSI
61218,EL04730241001,鹿児島１Ａ,鹿児島県,谷山恵美須公園,TOPCON NETG5,TPSCR.G5 GSI
71219,EL06440272004,京極Ａ,北海道,京極町立京極小学校,TOPCON NETG5,TRM59800.80 GSI
71220,EL06240322502,知内Ａ,北海道,下水道処理場,TRIMBLE NETR9,TPSCR.G5 GSI
71221,EL06444537903,標茶２Ａ,北海道,標茶町立塘路小中学校,TOPCON NETG5,TRM59800.80 GSI
71222,EL05339451902,東京千代田,東京都,国会前庭（北地区）,TRIMBLE NETR9,TPSCR.G5C   GSI
71223,EL05339025802,平塚Ａ,神奈川県,平塚市立神田小学校,TOPCON NETG5,TRM59800.80 GSI
81224,EL05240714903,大多喜Ａ,千葉県,大多喜町立大多喜中学校,TOPCON NETG5,TPSCR.G5 GSI
81225,EL04930073901,矢部Ｂ,熊本県,山都町立矢部中学校,TRIMBLE ALLOY,TRM59800.80 GSI
81226,EL05034739603,佐那河内Ａ,徳島県,佐那河内中学校小学校,TOPCON NETG5,TRM59800.80 GSI
81227,EL05235040201,大阪Ａ,大阪府,真田山公園,TRIMBLE ALLOY,TRM59800.80 GSI
91228,EL05033674802,東祖谷山Ｂ,徳島県,奥祖谷いやしの温泉郷,TRIMBLE NETR9,TRM59800.80 GSI
91229,EL05138779801,下田Ａ,静岡県,爪木崎公園,TOPCON NETG5,TPSCR.G5 GSI
91230,EL06041141701,久慈２,岩手県,久慈市立霜畑小学校,TRIMBLE NETR9,TRM159900.00 GSI
91231,EL05439061305,庄和Ａ,埼玉県,春日部市学校給食センター,TOPCON NETG5,TPSCR.G5 GSI
91232,EL05033010002,中土佐３,高知県,中土佐町農業集落排水事業奈路地区処理施設,TRIMBLE ALLOY,TRM159900.00 GSI
91233,EL05033010902,中土佐４,高知県,中土佐町納骨堂,TRIMBLE ALLOY,TRM159900.00 GSI
91234,EL05740278501,仙台２,宮城県,仙台市立七郷中学校,TOPCON NETG5,TRM59800.80 GSI
91235,EL05237310301,岡崎Ａ,愛知県,南公園,TRIMBLE ALLOY,TPSCR.G5 GSI
91236,EL05132559203,東広島Ｂ,広島県,志和生涯教育センター,TOPCON NETG5,TRM59800.80 GSI
91237,EL04930705801  ,多久Ａ,佐賀県,多久市中央公園,TRIMBLE ALLOY,TRM59800.80 GSI
01238,EL05437710702,富山Ａ,富山県,富山市立大沢野中学校,TRIMBLE ALLOY,TRM59800.80 GSI
2106,EL05239400601,宇佐美,静岡県,宇佐美コミュニティセンター,TOPCON NETG5,TPSCR.G5 GSI
2107,EL05239306802,伊東,静岡県,,NETG3,TRM29659.00
2108,,冷川峠,静岡県,本田技研伊東研修センター,4000SSE,TRM23903.00
2109,EL05138763701, 南伊豆１ ,静岡県,南伊豆町立三浜小学校,4000SSE,TRM23903.00
2110,EL05440102601,つくば１,茨城県,国土交通省国土地理院,TRIMBLE NETR9,TPSCR.G5 GSI
3001,EL05439345302,佐野,栃木県,佐野市立吾妻中学校,TOPCON NETG5,TRM159900.00 GSI
3002,EL05440311302,八郷,茨城県,石岡市立芦穂小学校,TRIMBLE ALLOY,TRM159900.00 GSI
3003,EL05439264402,三和,茨城県,三和町諸川コミュニティーパーク,TOPCON NETG5,TRM59800.80 GSI
3004,EL05440241301,鉾田,茨城県,鉾田市立諏訪小学校,TRIMBLE ALLOY,TRM59800.80 GSI
3005,EL05439124702,江南,埼玉県,江南浄水場,TRIMBLE NETR9,TPSCR.G5 GSI
3006,EL05440121702,出島,茨城県,かすみがうら市立北中学校,TOPCON NETG5,TRM59800.80 GSI
3007,EL05439150002,久喜,埼玉県,埼玉県農林総合研究センター園芸研究所,TOPCON NETG5,TRM159900.00 GSI
3008,EL05439061302,庄和,埼玉県,春日部市立富多小学校,TOPCON NETG5,TPSCR.G5 GSI
3009,EL05340754202,茨城鹿嶋,茨城県,独立行政法人　情報通信研究機構　鹿島宇宙センター,TOPCON NETG5,TRM59800.80 GSI
3010,EL05340736201,桜川,茨城県,稲敷市立桜川中学校,TRIMBLE ALLOY,TRM59800.80 GSI
3011,EL05339731701,川越,埼玉県,川越市立今成小学校,TOPCON NETG5,TRM59800.80 GSI
3012,EL05339772902,守谷,茨城県,守谷市立けやき台中学校,TOPCON NETG5,TRM59800.80 GSI
3013,EL05339752201,大宮,埼玉県,堀崎中央公園,TOPCON NETG5,TRM59800.80 GSI
3014,EL05340614102,利根,茨城県,利根町立文小学校,TOPCON NETG5,TRM159900.00 GSI
3015,EL05340536202,大栄,千葉県,成田市立川上小学校,TRIMBLE NETR9,TPSCR.G5 GSI
3016,EL05339563501,足立,東京都,一ツ家中央公園,TRIMBLE ALLOY,TRM59800.80 GSI
3017,EL05339551102,練馬,東京都,練馬区立田柄第二小学校,5700,TRM29659.00
3018,EL05340504101,白井,千葉県,白井市立大山口小学校,TRIMBLE ALLOY,TPSCR.G5 GSI
3019,EL05339435902,小金井,東京都,独立行政法人　情報通信研究機構,TOPCON NETG5,TPSCR.G5 GSI
3020,EL05340426501,富里,千葉県,富里市立向台幼稚園,TOPCON NETG5,TRM59800.80 GSI
3021,EL05340553102,干潟,千葉県,旭市万歳自然公園,TRIMBLE NETR9,TPSCR.G5 GSI
3022,EL05340467601,銚子,千葉県,銚子市立第三中学校,TOPCON NETG5,TRM59800.80 GSI
3023,EL05339471202,千葉市川,千葉県,南行徳公園,TRIMBLE ALLOY,TRM59800.80 GSI
3024,EL05340337502,千葉松尾,千葉県,松尾運動公園,TRIMBLE ALLOY,TRM159900.00 GSI
3025,EL05340215401,千葉緑,千葉県,千葉県農林総合研究センター,TRIMBLE NETR9,TRM59800.80 GSI
3026,EL05339257303,神奈川川崎,神奈川県,川崎市立玉川小学校,TOPCON NETG5,TRM159900.00 GSI
3027,EL05340223501,大網白里,千葉県,大網白里町立大網中学校,TRIMBLE ALLOY,TRM159900.00 GSI
3028,EL05339232701,町田,東京都,町田市立南第一小学校,TRIMBLE ALLOY,TRM159900.00 GSI
3029,EL05339127501,厚木,神奈川県,荻野運動公園,TRIMBLE ALLOY,TRM159900.00 GSI
3030,EL05340103402,市原１,千葉県,市原市立有秋西小学校,TRIMBLE ALLOY,TRM59800.80 GSI
3031,EL05339009302,山北,神奈川県,山北町立三保中学校,TRIMBLE ALLOY,TRM59800.80 GSI
3032,EL05339152202,横浜,神奈川県,横浜市立北方小学校(校舎屋上・屋上塔屋内),TRIMBLE NETR9,TPSCR.G5 GSI
3033,EL05340120602,長生,千葉県,尼ヶ台総合公園,TRIMBLE ALLOY,TRM59800.80 GSI
3034,EL05239739702,藤沢,神奈川県,藤沢市鵠沼運動公園（八部公園）,TRIMBLE ALLOY,TRM159900.00 GSI
3035,EL05239726103,二宮,神奈川県,富士見が丘１丁目第３遊園地(秋葉公園）,TOPCON NETG5,TRM59800.80 GSI
3036,EL05239767601,富津,千葉県,富津市立富津小学校,TRIMBLE NETR9,TRM59800.80 GSI
3037,EL05240719101,市原２,千葉県,市原市立加茂中学校,TRIMBLE NETR9,TRM59800.80 GSI
3038,EL05238778002,御殿場,静岡県,御殿場市桜公園,TOPCON NETG5,TRM59800.80 GSI
3039,EL05239567702,鋸南,千葉県,鋸南町学校給食センター,TRIMBLE ALLOY,TRM59800.80 GSI
3040,EL05239545901,三浦１,神奈川県,神奈川県立城ヶ島公園管理事務所,5700,TRM29659.00
3041,EL05240529102,勝浦,千葉県,勝浦市立荒川小学校跡地,TRIMBLE NETR9,TRM59800.80 GSI
3042,EL05239507802,湯河原,神奈川県,湯河原町立湯河原中学校,TRIMBLE NETR9,TRM59800.80 GSI
3043,EL05238573202,静岡清水町,静岡県,清水町総合運動公園,TOPCON NETG5,TRM59800.80 GSI
3044,EL05240503601,鴨川,千葉県,鴨川市営総合運動施設,TRIMBLE NETR9,TRM59800.80 GSI
3045,EL05239770603,鹿野山,千葉県,国土地理院鹿野山測地観測所,TRIMBLE ALLOY,TRM59800.80 GSI
3046,EL05238471902,大仁,静岡県,さつきヶ丘公園,TOPCON NETG5,TRM59800.80 GSI
3047,EL05239364901,館山,千葉県,館山市収集管理センター,TOPCON NETG5,TRM59800.80 GSI
3048,EL05239312003,小室山,静岡県,伊東市小室山公園,TOPCON NETG5,TRM59800.80 GSI
3049,EL05238279301,天城湯ヶ島１,静岡県,伊豆市立月ヶ瀬小学校,TOPCON NETG5,TRM59800.80 GSI
3050,EL05237250302,引佐,静岡県,浜松市引佐総合事務所　多目的研修センター（駐車場）,TOPCON NETG5,TPSCR.G5 GSI
3051,EL05239134003,大島１,東京都,大島町立第二中学校,TRIMBLE ALLOY,TRM59800.80 GSI
3052,EL05238104101,掛川,静岡県,掛川市立城北小学校,TOPCON NETG3,TPSCR.G5 GSI
3053,EL05238170901,河津,静岡県,河津町立河津中学校,TRIMBLE NETR9,TRM59800.80 GSI
3054,EL05237051702,浜松,静岡県,静岡県立浜松南高等学校,5700,TRM29659.00
3055,EL05239032401,大島２,東京都,大島町立第三中学校,TRIMBLE ALLOY,TRM59800.80 GSI
3056,EL05237030301,豊橋,愛知県,豊橋市立高根小学校,5700,TRM29659.00
3057,EL05139424001,新島,東京都,新島村立新島中学校,TRIMBLE ALLOY,TPSCR.G5 GSI
3058,EL05139214002,神津島１,東京都,神津島村開発総合センター,NETG3,TPSCR.G5 GSI
3059,EL05139144003,三宅１,東京都,三宅村立三宅中学校,TRIMBLE NETR9,TPSCR.G5 GSI
3060,EL05139047303,三宅２,東京都,三宅村立坪田中学校,TRIMBLE NETR9,TPSCR.G5 GSI
3061,EL05239300103,中伊豆,静岡県,伊豆市営国民宿舎　丸野温泉「万天の湯」,NetR9,TRM59800.80
3062,EL05239205902,伊東八幡野,静岡県,伊東市営いがいが根駐車場,TRIMBLE ALLOY,TRM59800.80 GSI
3063,EL05339426101,秋川,東京都,楓ヶ原公園,TRIMBLE ALLOY,TRM59800.80 GSI
3064,EL05338374802,山梨大月,山梨県,大月市営総合グランド陸上競技場,TRIMBLE NETR9,TRM59800.80 GSI
3065,EL05339313201,藤野,神奈川県,相模原市立日連小学校,TRIMBLE ALLOY,TRM59800.80 GSI
3066,EL05339111601,秦野,神奈川県,菩提峠,TOPCON NETG5,TRM59800.80 GSI
3067,EL05239752301,横須賀,神奈川県,不入斗運動公園,TOPCON NETG5,TRM59800.80 GSI
3068,EL05239609302,箱根,神奈川県,箱根町立箱根中学校,TRIMBLE NETR9,TRM59800.80 GSI
3069,EL05338133502,中富,山梨県,山梨県峡南地方勤労青年センター（常駐管理者不在）,TRIMBLE ALLOY,TRM59800.80 GSI
3070,EL05338169502,富士吉田,山梨県,富士吉田市立下吉田東小学校,TOPCON NETG5,TPSCR.G5 GSI
3071,EL05338043502,富士宮１,静岡県,富士宮市立井之頭保育園,TOPCON NETG5,TPSCR.G5 GSI
3072,EL05238766101,裾野１,静岡県,静岡県水ヶ塚公園,TOPCON NETG5,TRM59800.80 GSI
3073,EL05238734501,南部,山梨県,南部町立睦合小学校,TOPCON NETG5,TPSCR.G5 GSI
3074,EL05238624001,静岡１,静岡県,井川開拓牧場,TOPCON NETG5,TRM59800.80 GSI
3075,EL05238644902,富士宮２,静岡県,学校法人静岡理工科大学星陵高等学校,TRIMBLE ALLOY,TRM59800.80 GSI
3076,EL05238650701,富士,静岡県,静岡県立吉原工業高等学校,TOPCON NETG5,TRM59800.80 GSI
3077,EL05238448101,静岡清水市１,静岡県,静岡市水道局八木間ポンプ場第一取水井,TRIMBLE ALLOY,TRM59800.80 GSI
3078,EL05238522902,静岡２,静岡県,野田平共同製茶組合,TRIMBLE ALLOY,TRM59800.80 GSI
3079,EL05238512001,本川根,静岡県,川根本町立本川根小学校,TOPCON NETG5,TRM59800.80 GSI
3080,,戸田,静岡県,戸田村防災センター,4000SSE,TRM23903.00
3081,EL05238338001,静岡３,静岡県,静岡市城北公園,TRIMBLE NETR9,TRM59800.80 GSI
3082,,岡部,静岡県,,4000SSE,TRM23903.00
3083,,水窪,静岡県,水窪町立水窪小学校,4000SSE,TRM23903.00
3084,EL05237459502,東栄,愛知県,東栄町立東栄中学校,TRIMBLE NETR9,TPSCR.G5 GSI
3085,EL05238163201,西伊豆,静岡県,西伊豆町　先川浄水場,TRIMBLE ALLOY,TRM59800.80 GSI
3086,EL05138763701,南伊豆２,静岡県,石廊崎ジャングルパーク駐車場,TOPCON NETG5,TRM59800.80 GSI
3087,,焼津,静岡県,,4000SSE,TRM23903.00
3088,EL05238302501,川根,静岡県,島田市立川根小学校,TOPCON NETG3,TPSCR.G5 GSI
3089,EL05237271402,静岡森,静岡県,森町立森中学校,TOPCON NETG5,TRM59800.80 GSI
3090,EL05237362501,天竜,静岡県,浜松市立竜川中学校跡地,TRIMBLE NETR9,TRM59800.80 GSI
3091,EL05238110002,静岡相良１,静岡県,牧之原市菊川市学校組合立牧之原中学校,TOPCON NETG5,TRM59800.80 GSI
3092,EL05238018801,榛原,静岡県,牧之原市立川崎小学校,TRIMBLE ALLOY,TRM159900.00 GSI
3093,EL05238005402,大東１,静岡県,掛川市立佐束小学校,TOPCON NETG5,TPSCR.G5 GSI
