0,1,2,3,4,5,6
番号,基準点コード,局名称,県名,施設名,受信機名,アンテナ名
3094,EL05138717002,浜岡１,静岡県,御前崎市立浜岡中学校,TOPCON NETG5,TPSCR.G5 GSI
3095,EL05237070401,浅羽,静岡県,浅羽球技場,TRIMBLE NETR9,TPSCR.G5 GSI
3096,EL05237170201,袋井,静岡県,袋井市小鳩公園,TRIMBLE ALLOY,TRM59800.80 GSI
3097,EL05237165303,浜北,静岡県,浜松市立北浜小学校,TOPCON NETG5,TRM159900.00 GSI
3098,EL05237060502,竜洋,静岡県,磐田市立竜洋東小学校,TOPCON NETG5,TRM159900.00 GSI
3099,EL05237342602,鳳来,愛知県,新城市立長篠保育園,TOPCON NETG5,TRM59800.80 GSI
3100,EL05237054005,雄踏,静岡県,雄踏町立雄踏小学校,5700,TRM29659.00
3101,EL05138712701,御前崎,静岡県,御前崎市立御前崎小学校,5700,TRM29659.00
3102,EL05237233402,愛知一宮町,愛知県,豊川市立一宮東部小学校,TOPCON NETG5,TPSCR.G5 GSI
3103,EL05237147403,三ヶ日,静岡県,浜松市立三ヶ日西小学校,TRIMBLE NETR9,TPSCR.G5 GSI
3104,EL05237046102,湖西,静岡県,湖西運動公園（駐車場）,TRIMBLE ALLOY,TRM59800.80 GSI
40001,EL06841068002,稚内,北海道,声問公園,TRIMBLE ALLOY,TRM59800.80 GSI
40002,EL06643512703,興部,北海道,興部町立沙留小学校,TRIMBLE ALLOY,TRM59800.80 GSI
40003,EL06641467002,羽幌,北海道,羽幌町築別集会所,TOPCON NETG5,TRM59800.80 GSI
40004,EL06544659401,斜里,北海道,オホーツク霊園,TOPCON NETG5,TRM59800.80 GSI
40005,EL06544230502,弟子屈,北海道,釧路圏摩周観光文化センター,TRIMBLE NETR9,TRM59800.80 GSI
40006,EL06445744001,根室１,北海道,,NETG3,TRM29659.00
40007,EL06542330801,美瑛,北海道,美瑛町立美瑛中学校,TRIMBLE ALLOY,TRM59800.80 GSI
40008,EL06541642001,増毛,北海道,ホテルオーベルジュましけ,TOPCON NETG5,TRM59800.80 GSI
40009,EL06445418003,浜中,北海道,アゼチ岬駐車場,TRIMBLE ALLOY,TRM59800.80 GSI
40010,EL06444335401,釧路市,北海道,釧路市立朝陽小学校,TRIMBLE ALLOY,TRM59800.80 GSI
40011,EL06443433601,池田,北海道,池田町立高島町民センター,TOPCON NETG5,TRM159900.00 GSI
40012,EL06442337202,占冠,北海道,占冠村運動公園,TRIMBLE ALLOY,TRM59800.80 GSI
40013,EL06441601202,小樽１,北海道,小樽市平磯公園,TOPCON NETG5,TRM59800.80 GSI
40014,EL06441357801,長沼,北海道,長沼第五小学校跡地（町有地）,TRIMBLE NETR9,TRM59800.80 GSI
40015,EL06343328602,広尾,北海道,シーサイドパーク広尾,TRIMBLE NETR9,TPSCR.G5 GSI
40016,EL06342422902,静内,北海道,清水丘幼児公園,TRIMBLE NETR9,TPSCR.G5 GSI
40017,EL06339564803,瀬棚,北海道,瀬棚地区農村公園　隣地,TRIMBLE ALLOY,TRM59800.80 GSI
40018,EL06340474502,室蘭,北海道,白鳥台５丁目５号公園,TRIMBLE ALLOY,TRM59800.80 GSI
40019,EL06343010202,えりも１,北海道,えりも町スポーツ公園,TRIMBLE ALLOY,TRM59800.80 GSI
40020,EL06339148101,奥尻１,北海道,うにまる公園,TOPCON NETG5,TPSCR.G5 GSI
40021,EL06340000801,乙部,北海道,元和台海浜公園,TOPCON NETG5,TPSCR.G5 GSI
40022,EL06240559902,函館,北海道,函館市立北美原小学校,TOPCON NETG5,TRM59800.80 GSI
40023,EL06240105301,松前,北海道,松前町営牧場,TRIMBLE ALLOY,TRM59800.80 GSI
40024,EL06141716702,むつ,青森県,むつ市立第一田名部小学校,TRIMBLE ALLOY,TRM59800.80 GSI
40025,,青森,青森県,青森市立宮田小学校,GP-R1DY,TOP700779A
40026,EL06140123102,鰺ヶ沢,青森県,鰺ヶ沢町立鳴沢小学校,TOPCON NETG5,TRM59800.80 GSI
40027,EL06041166301,久慈,岩手県,久慈市立宇部小学校,TRIMBLE NETR9,TPSCR.G5 GSI
40028,EL05941278501,宮古,岩手県,宮古市立津軽石中学校,TOPCON NETG5,TPSCR.G5 GSI
40029,EL05841513602,水沢１,岩手県,水沢測地観測所,TRIMBLE NETR9,TPSCR.G5 GSI
40030,EL05939766201,男鹿１,秋田県,男鹿市立男鹿北中学校,TRIMBLE ALLOY,TRM59800.80 GSI
40031,EL05940007301,本荘,秋田県,　由利本荘市石脇公園,TOPCON NETG5,TRM59800.80 GSI
40032,EL05839267401,酒田,山形県,酒田市緑ヶ丘二丁目公園,TOPCON NETG5,TRM59800.80 GSI
40033,EL05840121503,山形新庄,山形県,新庄市東山公園,TRIMBLE ALLOY,TRM59800.80 GSI
40034,EL05739646402, 温海 ,山形県,鶴岡市立鼠ヶ関小学校,5700,TRM29659.00
40035,EL05740329901,天童,山形県,天童市東長岡公園,TOPCON NETG5,TRM159900.00 GSI
40036,EL05741533502,女川,宮城県,女川町総合運動場,TRIMBLE ALLOY,TRM59800.80 GSI
40037,EL05740378602,利府,宮城県,利府町立第二小学校,TOPCON NETG5,TRM59800.80 GSI
40038,EL05640576202,相馬１,福島県,相馬市立養護学校,TOPCON NETG5,TRM59800.80 GSI
40039,EL05640023502,福島郡山１,福島県,郡山市立安積第二小学校,GP-R1DY,TOP700779A
40040,EL05639367301,山都,福島県,東小川健康公園,TOPCON NETG5,TRM59800.80 GSI
40041,EL05540570202,いわき,福島県,いわき市フラワーセンター,TOPCON NETG5,TPSCR.G5 GSI
40042,EL05440644802,日立,茨城県,日立市立金沢小学校,TRIMBLE NETR9,TPSCR.G5 GSI
40043,EL05439458801,栃木,栃木県,栃木市総合運動公園,TRIMBLE NETR9,TPSCR.G5 GSI
40044,EL05538073202,新治,群馬県,みなかみ町立にいはるこども園,TOPCON NETG5,TRM59800.80 GSI
40045,EL05438361902,富岡,群馬県,富岡市学校給食センター,TOPCON NETG5,TRM59800.80 GSI
40046,EL05437569802,大町,長野県,大町市立仁科台中学校,TOPCON NETG5,TRM59800.80 GSI
40047,EL05337770503,箕輪,長野県,箕輪町立箕輪西小学校,TRIMBLE NETR9,TPSCR.G5 GSI
40048,EL05338340601,中道,山梨県,山梨県曽根丘陵公園,TRIMBLE NETR9,TPSCR.G5 GSI
40049,EL05739247002,村上,新潟県,村上市運動公園,TOPCON NETG5,TRM59800.80 GSI
40050,EL05638677902,新潟,新潟県,新潟市立青山小学校,TOPCON NETG5,TRM59800.80 GSI
40051,EL05638047501,柏崎１,新潟県,柏崎市立松浜中学校,TRIMBLE ALLOY,TRM59800.80 GSI
40052,EL05537331802,入善,富山県,入善町立上青小学校,TOPCON NETG5,TRM59800.80 GSI
40053,EL05636075102,輪島,石川県,輪島市立大屋小学校,TOPCON NETG5,TRM59800.80 GSI
40054,EL05436759101,内灘,石川県,内灘町総合公園,TOPCON NETG5,TRM59800.80 GSI
40055,EL05436217301,三国,福井県,坂井市立加戸小学校,TOPCON NETG5,TRM59800.80 GSI
40056,EL05336302801,敦賀,福井県,敦賀市愛発プール,TOPCON NETG5,TPSCR.G5 GSI
40057,EL05335215801,宮津,京都府,宮津市立栗田小学校,TRIMBLE NETR9,TPSCR.G5 GSI
40058,EL05437126701,高山,岐阜県,高山市立岩滝小学校,TOPCON NETG5,TRM59800.80 GSI
40059,EL05337516902,下呂,岐阜県,下呂市立下呂小学校,TOPCON NETG5,TPSCR.G5 GSI
40060,EL05336273202,美濃,岐阜県,美濃市立中有知小学校,TRIMBLE ALLOY,TRM159900.00 GSI
40061,EL05337037702,中津川,岐阜県,中津川市立阿木小学校,TOPCON NETG5,TRM59800.80 GSI
40062,EL05236511203,八日市,滋賀県,東近江市立八日市西小学校,TOPCON NETG5,TPSCR.G5 GSI
40063,EL05237505303,日進,愛知県,日進市民会館,TOPCON NETG5,TPSCR.G5 GSI
40064,EL05236141002,津,三重県,津市立一身田小学校,TRIMBLE NETR9,TPSCR.G5 GSI
40065,EL05136565801,鳥羽,三重県,鳥羽市立鳥羽東中学校,TRIMBLE NETR9,TPSCR.G5 GSI
40066,EL05136017502,尾鷲,三重県,尾鷲市立尾鷲中学校,TOPCON NETG5,TRM59800.80 GSI
40067,EL05235240001,箕面,大阪府,箕面市立第二総合運動場,TOPCON NETG5,TRM59800.80 GSI
40068,EL05135467802,奈良吉野,奈良県,吉野町立吉野小学校,TRIMBLE ALLOY,TRM159900.00 GSI
40069,EL05135118702,和歌山海南,和歌山県,海南市立第二中学校,TRIMBLE ALLOY,TRM59800.80 GSI
40070,EL05035168101,串本,和歌山県,串本町立綿富小学校,TRIMBLE ALLOY,TRM159900.00 GSI
40071,EL05234144403,兵庫御津,兵庫県,たつの市立御津幼稚園,TRIMBLE ALLOY,TRM59800.80 GSI
40072,EL05334320603,岩美,鳥取県,岩美町立岩美北小学校,5700,TRM29659.00
40073,EL05333158504,東伯,鳥取県,琴浦町立浦安小学校,5700,TRM29659.00
40074,EL05333102403,松江,島根県,松江市立湖南中学校,TOPCON NETG5,TPSCR.G5 GSI
40075,EL05232410603,江津,島根県,江津市立高角小学校,TRIMBLE ALLOY,TRM59800.80 GSI
40076,EL05131743802,須佐,山口県,萩市立須佐中学校,TOPCON NETG5,TRM59800.80 GSI
40077,EL05133645202,笠岡,岡山県,笠岡市立吉田小学校,TOPCON NETG5,TRM59800.80 GSI
40078,EL05132440602,広島熊野,広島県,熊野町立熊野中学校,TRIMBLE NETR9,TRM59800.80 GSI
40079,EL05030779303,下関,山口県,下関市立垢田中学校,TOPCON NETG5,TRM59800.80 GSI
40080,EL05134304102,高松,香川県,香川県立高松南高等学校,NETR9,TRM59800.80 GSI
40081,EL05034751001,阿南１,徳島県,徳島県阿南市長生町西方５８９－１　阿南市立阿南第一中学校,NETG3,TPSCR.G5
40082,EL04934707901,室戸,高知県,独立行政法人国立室戸少年自然の家,TOPCON NETG5,TRM59800.80 GSI
40083,EL05033243602,高知,高知県,高知市立十津小学校,TOPCON NETG5,TRM59800.80 GSI
40084,EL04933712901,中土佐１,高知県,中土佐町立上ノ加江中学校,TRIMBLE NETR9,TRM59800.80 GSI
40085,EL04932170702,土佐清水,高知県,土佐清水市立中浜小学校,TOPCON NETG5,TRM59800.80 GSI
40086,EL05032126202,伊方,愛媛県,国道197号沿い,TOPCON NETG5,TRM59800.80 GSI
40087,EL05030437802,古賀,福岡県,古賀市立古賀中学校,TOPCON NETG5,TRM159900.00 GSI
40088,EL05031155502,安岐,大分県,国東市高齢者生活福祉センター（やすらぎ）,TRIMBLE ALLOY,TRM59800.80 GSI
40089,EL04930779701,日田,大分県,日田市立有田小学校,TOPCON NETG5,TPSCR.G5 GSI
40090,EL04931370001,大分佐伯,大分県,佐伯市立下堅田小学校,TOPCON NETG5,TRM59800.80 GSI
40091,EL05029167801,玄海,佐賀県,玄海町立仮屋小学校,TRIMBLE NETR9,TPSCR.G5 GSI
40092,EL04929063802,長崎,長崎県,南部地区公園,5700,TRM29659.00
40093,EL04830655103,千丁,熊本県,北村農村公園,TRIMBLE ALLOY,TRM159900.00 GSI
40094,EL04831553003,日向,宮崎県,大王谷運動公園,TRIMBLE ALLOY,TRM59800.80 GSI
40095,EL04831032702,佐土原,宮崎県,宮崎市立久峰中学校,TOPCON NETG5,TPSCR.G5 GSI
40096,EL04830011501,阿久根,鹿児島県,グランビューあくね,TOPCON NETG5,TRM59800.80 GSI
40097,EL04730230703,鹿児島１,鹿児島県,錦江ゴルフクラブ敷地内,TOPCON NETG3,TPSCR.G5 GSI
40098,EL04630721301,枕崎,鹿児島県,台場公園,TOPCON NETG5,TRM59800.80 GSI
40099,EL04631701701,内之浦,鹿児島県,肝付町総合グラウンド（駐車場）,TRIMBLE NETR9,TPSCR.G5 GSI
40100,EL03927167101,玉城,沖縄県,南城市玉城富里２２２,5700,TRM29659.00
42003,EL04042511401,父島,東京都,たまね荘１号,5700,TRM29659.00
42004,EL04730171001,鹿屋,鹿児島県,気象庁地磁気観測所鹿屋出張所,TRIMBLE NETR9,TRM59800.80 GSI
50101,EL06842010302,猿払,北海道,猿払村営牧場,TOPCON NETG5,TRM59800.80 GSI
50102,EL06741703302,礼文,北海道,礼文町立尺忍小学校跡地,TRIMBLE NETR9,TPSCR.G5 GSI
50103,EL06742440202,枝幸,北海道,北緯４５度記念広場,TRIMBLE ALLOY,TRM59800.80 GSI
50104,EL06741257902,天塩,北海道,天塩町いつくしま公園,TRIMBLE ALLOY,TRM59800.80 GSI
50105,EL06742027101,音威子府,北海道,音威子府村山村広場,TRIMBLE ALLOY,TRM159900.00 GSI
50106,EL06641521602,天売島,北海道,羽幌町役場天売支所,TOPCON NETG5,TRM59800.80 GSI
50107,EL06642355001,下川,北海道,下川町桜ヶ丘公園,TRIMBLE ALLOY,TRM59800.80 GSI
50108,EL06644007201,常呂,北海道,農村環境改善センター,TOPCON NETG5,TRM159900.00 GSI
50109,EL06645012402,羅臼,北海道,羅臼町有地,TRIMBLE ALLOY,TRM59800.80 GSI
50110,EL06642010201,幌加内,北海道,幌加内町立幌加内中学校,TRIMBLE ALLOY,TRM159900.00 GSI
50111,EL06643020602,丸瀬布,北海道,丸瀬布中央公民館,TRIMBLE NETR9,TPSCR.G5 GSI
50112,EL06443277402,音別,北海道,釧路市立音別中学校,TOPCON NETG5,TRM59800.80 GSI
50113,EL06544275801,中標津,北海道,中標津町立広陵中学校,TRIMBLE NETR9,TRM59800.80 GSI
50114,EL06543661202,北見,北海道,北見市心身障害者共同作業所工房とみさと(駐車場),TRIMBLE ALLOY,TRM159900.00 GSI
50115,EL06545319001,標津,北海道,標津町役場,TOPCON NETG5,TRM59800.80 GSI
50116,EL06544069102,別海１,北海道,西公民館,TRIMBLE ALLOY,TRM59800.80 GSI
50117,EL06541038402,厚田,北海道,厚田公園,TRIMBLE NETR9,TPSCR.G5 GSI
50118,EL06545005901,別海２,北海道,別海町交流センター「郊楽苑」,TRIMBLE ALLOY,TPSCR.G5 GSI
50119,EL06545064403,根室２,北海道,根室市立珸瑤瑁小学校,TOPCON NETG5,TRM59800.80 GSI
50120,EL06440745703,積丹,北海道,Ｂ＆Ｇ財団積丹海洋センター,TOPCON NETG5,TRM59800.80 GSI
50121,EL06443744402,足寄,北海道,足寄町有地,TOPCON NETG5,TRM59800.80 GSI
50122,EL06444627602,鶴居,北海道,鶴居村有地,TOPCON NETG5,TRM59800.80 GSI
50123,EL06443627301,上士幌,北海道,上士幌町中央公園,NETR9,TRM59800.80 GSI
50124,EL06444514001,阿寒１,北海道,釧路市立阿寒中学校,TOPCON NETG5,TPSCR.G5 GSI
50125,EL06444466702,厚岸,北海道,厚岸グルメパーク（道の駅）,TOPCON NETG5,TRM59800.80 GSI
50126,EL06440436902,泊,北海道,泊村公民館,TOPCON NETG5,TPSCR.G5 GSI
50127,EL06440348302,共和,北海道,森林健康公園,TRIMBLE NETR9,TPSCR.G5 GSI
50128,EL06441326301,札幌,北海道,札幌市北方自然教育園,TRIMBLE ALLOY,TRM59800.80 GSI
50129,EL06440272002,京極,北海道,京極町立京極小学校,TRIMBLE NETR9,TRM59800.80 GSI
50130,EL06440146802,蘭越,北海道,黄金公園,TRIMBLE NETR9,TRM59800.80 GSI
50131,EL06440114802,寿都,北海道,寿都町立寿都中学校,TRIMBLE ALLOY,TRM59800.80 GSI
50132,EL06441067902,厚真,北海道,かしわ公園,TRIMBLE NETR9,TRM159900.00 GSI
50133,EL06442027303,平取,北海道,鉄道記念公園,TOPCON NETG5,TRM59800.80 GSI
50134,EL06443003802,中札内,北海道,中島農業センター,TRIMBLE ALLOY,TRM59800.80 GSI
50135,EL06441000501,大滝,北海道,伊達市基幹集落センター,TOPCON NETG5,TPSCR.G5 GSI
50136,EL06341748802,苫小牧,北海道,緑ヶ丘公園,TRIMBLE ALLOY,TRM59800.80 GSI
50137,EL06340767602,洞爺,北海道,とうやクリーナップセンター,TRIMBLE ALLOY,TRM59800.80 GSI
50138,EL06343636602,大樹,北海道,大樹町営晩成牧場,TOPCON NETG5,TRM59800.80 GSI
50139,EL06341625802,白老,北海道,町民ふれあい広場,TOPCON NETG5,TRM59800.80 GSI
50140,EL06340529802,長万部,北海道,長万部慈恵園,TOPCON NETG5,TRM59800.80 GSI
50141,EL06342507402,門別,北海道,デイ･サービスセンター（やすらぎ荘）,TRIMBLE ALLOY,TRM59800.80 GSI
50142,EL06342249503,三石,北海道,新ひだか町特別養護老人ホーム蓬莱荘,TOPCON NETG5,TRM59800.80 GSI
50143,EL06340229003,八雲,北海道,八雲スポーツ公園,TOPCON NETG5,TRM59800.80 GSI
50144,EL06342175401,様似,北海道,アポイの火まつり資材センター,TRIMBLE NETR9,TRM159900.00 GSI
50145,EL06340105002,熊石,北海道,八雲町有地（青少年旅行村）,TRIMBLE ALLOY,TRM59800.80 GSI
50146,EL06340141502,北海道森,北海道,オニウシ公園,TOPCON NETG5,TRM59800.80 GSI
50147,EL06340065402,鹿部,北海道,山村広場,TOPCON NETG5,TPSCR.G5 GSI
50148,EL06241610102,椴法華,北海道,函館市立椴法華中学校,5700,TRM29659.00
50149,EL06240321501,知内,北海道,知内町有地（学校跡地）,TRIMBLE NETR9,TPSCR.G5 GSI
50150,EL06240174003,佐井,青森県,佐井村立原田小学校(H18年度廃校),TRIMBLE ALLOY,TRM59800.80 GSI
50151,EL06140455002,蟹田,青森県,蟹田一本松地区公園,TRIMBLE NETR9,TPSCR.G5 GSI
50152,EL06141326902,六ヶ所,青森県,六ヶ所村立第一中学校,TRIMBLE ALLOY,TRM59800.80 GSI
50153,EL06041715502,十和田,青森県,十和田市立ちとせ小学校,TOPCON NETG5,TPSCR.G5 GSI
50154,EL06039679402,岩崎,青森県,深浦町岩崎スポーツセンター,TRIMBLE ALLOY,TRM159900.00 GSI
50155,EL06040642602,大鰐,青森県,大鰐町立蔵館小学校,TOPCON NETG5,TPSCR.G5 GSI
50156,EL06041641003,八戸,青森県,八戸市立小中野中学校,TRIMBLE ALLOY,TRM159900.00 GSI
50157,EL06041304602,田子,青森県,田子町立上郷小学校,TRIMBLE NETR9,TPSCR.G5 GSI
50158,EL06041458701,種市,岩手県,洋野町立種市小学校,TRIMBLE ALLOY,TRM59800.80 GSI
50159,EL06041324301,二戸,岩手県,二戸市立中央小学校,TOPCON NETG5,TRM159900.00 GSI
50160,EL06041035601,葛巻,岩手県,葛巻町総合運動公園,TOPCON NETG5,TPSCR.G5 GSI
50161,EL05941717802,岩手,岩手県,岩手町立沼宮内中学校,TOPCON NETG5,TPSCR.G5 GSI
50162,EL05941674602,岩泉１,岩手県,岩泉町立小本小学校　大牛内分校,TRIMBLE ALLOY,TRM59800.80 GSI
50163,EL05941612302,玉山,岩手県,盛岡市渋民運動公園,TOPCON NETG5,TRM59800.80 GSI
50164,EL05941661403,岩泉２,岩手県,岩泉町立岩泉中学校,TRIMBLE NETR9,TPSCR.G5 GSI
50165,EL05940474701,雫石,岩手県,雫石町総合運動公園,TRIMBLE ALLOY,TRM59800.80 GSI
50166,EL05941311302,矢巾,岩手県,矢巾町間野々公民館,TOPCON NETG5,TRM59800.80 GSI
50167,EL05941174601,山田,岩手県,山田町立町民グランド,TOPCON NETG5,TRM59800.80 GSI
50168,EL05941003403, 花巻 ,岩手県,花巻市立西南中学校,5700,TRM29659.00
50169,EL05941040202,遠野,岩手県,遠野市立遠野中学校,5700,TRM29659.00
50170,EL05841760301,釜石,岩手県,釜石市立甲子中学校,TRIMBLE ALLOY,TRM159900.00 GSI
50171,EL05841452902,大船渡,岩手県,大船渡市森林総合利用施設フレアイランド 尾崎岬,TOPCON NETG5,TRM59800.80 GSI
50172,EL05841248502,気仙沼,宮城県,気仙沼市立気仙沼小学校,TRIMBLE NETR9,TRM59800.80 GSI
50173,EL05840177901,栗駒,宮城県,栗原市立栗駒中学校,TOPCON NETG5,TRM59800.80 GSI
50174,EL05840069402,鳴子,宮城県,大崎市市営放牧場,TRIMBLE ALLOY,TRM59800.80 GSI
50175,EL05841031502,志津川,宮城県,南三陸町立志津川小学校,TOPCON NETG5,TRM59800.80 GSI
50176,EL05741614101,涌谷,宮城県,涌谷町町民医療福祉センター,TOPCON NETG5,TPSCR.G5 GSI
50177,EL05740469802,宮城大和,宮城県,宮城県黒川郡大和町宮床字牛喰２０,NetR9,TRM59800.80
50178,EL05740254102,宮城川崎,宮城県,川崎町立川内小学校,TRIMBLE ALLOY,TRM59800.80 GSI
50179,EL05740063702,亘理,宮城県,亘理町立亘理中学校,TOPCON NETG5,TRM59800.80 GSI
50180,EL05640738502,七ヶ宿,宮城県,七ヶ宿町立関小学校,TOPCON NETG5,TPSCR.G5 GSI
50181,EL06040349601,大館,秋田県,大館市立第二中学校,TRIMBLE ALLOY,TRM59800.80 GSI
50182,EL06040322101,藤里,秋田県,藤里町立藤里小学校,TRIMBLE ALLOY,TPSCR.G5 GSI
50183,EL06040265201,鹿角,秋田県,鹿角市役所,TRIMBLE ALLOY,TRM59800.80 GSI
50184,EL06040209302,能代,秋田県,能代地区土地改良区,TRIMBLE ALLOY,TRM59800.80 GSI
50185,EL06040030202,阿仁,秋田県,北秋田市立阿仁合小学校,TOPCON NETG5,TRM59800.80 GSI
50186,EL05940712001,五城目,秋田県,馬川地区公民館,TRIMBLE NETR9,TRM59800.80 GSI
50187,EL05940449701,西木,秋田県,西木総合健康増進センター,TOPCON NETG5,TPSCR.G5 GSI
50188,EL05940318802,河辺,秋田県,秋田市立河辺小学校,TRIMBLE NETR9,TPSCR.G5 GSI
50189,EL05940235001,西仙北,秋田県,大仙市立西仙北東中学校,TRIMBLE ALLOY,TRM59800.80 GSI
50190,EL05840749402,横手,秋田県,横手市立朝倉小学校,TRIMBLE NETR9,TPSCR.G5 GSI
50191,EL05839674202,象潟,秋田県,にかほ市民野球場（九十九島球場）,TRIMBLE ALLOY,TRM159900.00 GSI
50192,EL05840519201,鳥海,秋田県,由利本荘市立直根小学校,TOPCON NETG5,TPSCR.G5 GSI
50193,EL05840456001,皆瀬,秋田県,湯沢市市営皆瀬野球場,TOPCON NETG5,TRM59800.80 GSI
50194,EL05839642302,飛島,山形県,国土地理院飛鳥験潮場,TOPCON NETG5,TRM59800.80 GSI
50195,EL05839171602,立川,山形県,庄内町南部児童館,TOPCON NETG5,TPSCR.G5 GSI
50196,EL05739761603,朝日,山形県,鶴岡市本郷地区山村広場,TOPCON NETG5,TRM59800.80 GSI
50197,EL05739157901,山形小国,山形県,越中里活性化センター,TRIMBLE ALLOY,TPSCR.G5 GSI
50198,EL05640705701,米沢,山形県,米沢市立六郷小学校,TRIMBLE ALLOY,TRM59800.80 GSI
50199,EL05740203602,白鷹,山形県,白鷹町立鮎貝小学校,TRIMBLE NETR9,TPSCR.G5 GSI
50200,EL05640431702,福島,福島県,福島市立金谷川小学校,TOPCON NETG5,TPSCR.G5 GSI
50201,EL05640267001,浪江,福島県,浪江町立津島小学校,TOPCON NETG5,TRM59800.80 GSI
50202,EL05640208503,猪苗代１,福島県,猪苗代町営磐梯山牧場,TRIMBLE ALLOY,TRM59800.80 GSI
50203,EL05641204002,小高,福島県,南相馬市立福浦小学校,TRIMBLE ALLOY,TRM59800.80 GSI
50204,EL05639146202,金山,福島県,金山町中川運動場,TRIMBLE ALLOY,TRM59800.80 GSI
50205,EL05540759203,滝根,福島県,田村市立滝根中学校,TRIMBLE NETR9,TRM59800.80 GSI
50206,EL05539726903,只見,福島県,只見町立朝日中学校,TOPCON NETG5,TPSCR.G5 GSI
50207,EL05539743001,福島南郷,福島県,南会津町和泉田農村環境改善センター,TOPCON NETG5,TRM59800.80 GSI
50208,EL05540774901,楢葉,福島県,楢葉町立楢葉中学校,5700,TRM29659.00
50209,EL05539761901,下郷,福島県,下郷町立下郷中学校,TOPCON NETG5,TRM59800.80 GSI
50210,EL05540525001,白河,福島県,白河市立白河第四小学校,TRIMBLE NETR9,TRM59800.80 GSI
50211,EL05540540402,古殿,福島県,古殿町立古殿中学校,TRIMBLE NETR9,TPSCR.G5 GSI
50212,EL05540233302,矢祭,福島県,矢祭町立関岡小学校,TRIMBLE ALLOY,TRM59800.80 GSI
50213,EL05440728302,美和,茨城県,花立自然公園,TRIMBLE NETR9,TRM59800.80 GSI
50214,EL05540166003,北茨城,茨城県,北茨城市民体育館,TOPCON NETG5,TRM59800.80 GSI
50215,EL05440403602,岩瀬,茨城県,桜川市立坂戸小学校,TOPCON NETG5,TRM59800.80 GSI
50216,EL05440431802,水戸,茨城県,水戸市立吉田小学校,TRIMBLE ALLOY,TRM59800.80 GSI
50217,EL05540202301,大田原,栃木県,大田原東地区公民館,TOPCON NETG5,TRM59800.80 GSI
50218,EL05439749902,日光,栃木県,日光市立小来川小中学校,TRIMBLE NETR9,TRM59800.80 GSI
50219,EL05439771301,宇都宮,栃木県,宇都宮市立海道小学校,TOPCON NETG5,TRM59800.80 GSI
50220,EL05539112702,片品,群馬県,片品村寄居山公園,TRIMBLE NETR9,TRM59800.80 GSI
50221,EL05438640401,嬬恋,群馬県,嬬恋村立鎌原小学校,TOPCON NETG5,TRM59800.80 GSI
50222,EL05439520602,桐生,群馬県,桐生市立教育研究所,TOPCON NETG5,TRM59800.80 GSI
50223,EL05339708602,秩父,埼玉県,秩父市立秩父第二中学校,TOPCON NETG5,TRM59800.80 GSI
50224,EL05339667302,越谷,埼玉県,越谷市東越谷第二公園,TOPCON NETG5,TRM159900.00 GSI
50225,EL05340308301,千葉花見川,千葉県,幕張舟溜跡公園,TRIMBLE ALLOY,TPSCR.G5 GSI
50226,EL05240639001,千葉大原,千葉県,いすみ市大原グラウンド,TOPCON NETG5,TRM59800.80 GSI
50227,EL05239470702,丸山,千葉県,千倉海岸三原地区,TOPCON NETG5,TRM59800.80 GSI
50228,EL05339359001,世田谷,東京都,日本大学文理学部陸上競技場,TRIMBLE ALLOY,TRM59800.80 GSI
50229,EL05339010302,大井,神奈川県,大井町立相和小学校,TRIMBLE ALLOY,TRM59800.80 GSI
50230,EL05239712101,小田原,神奈川県,久野兎河原公園,TOPCON NETG5,TPSCR.G5 GSI
50231,EL05739525002,粟島浦,新潟県,栗島漁港（漁港環境整備施設用地）,TOPCON NETG5,TRM159900.00 GSI
50232,EL05738348102,両津１,新潟県,佐渡市立内海府中学校,TRIMBLE ALLOY,TRM59800.80 GSI
50233,EL05738037701,両津２,新潟県,佐渡市立河崎小学校,TRIMBLE ALLOY,TRM159900.00 GSI
50234,EL05639721802,新発田,新潟県,新発田市立東中学校,TOPCON NETG3,TPSCR.G5 GSI
50235,EL05638527101,小木,新潟県,小木漁港（漁港環境整備施設用地）,TRIMBLE ALLOY,TRM59800.80 GSI
50236,EL05639432801,鹿瀬,新潟県,鹿瀬保育園,TOPCON NETG5,TRM59800.80 GSI
50237,EL05638460202,寺泊,新潟県,長岡市野積河川公園,TOPCON NETG5,TPSCR.G5 GSI
50238,EL05639309402,新潟加茂,新潟県,新潟県立加茂農林高等学校,TRIMBLE NETR9,TPSCR.G5 GSI
50239,EL05638176903,栃尾,新潟県,長岡市立秋葉中学校,TRIMBLE NETR9,TRM59800.80 GSI
50240,EL05538767303,小千谷,新潟県,小千谷市立小千谷中学校,TRIMBLE NETR9,TPSCR.G5 GSI
50241,EL05538627603,大潟,新潟県,上越市立大潟町中学校,TOPCON NETG5,TRM59800.80 GSI
50242,EL05538579402,新潟大和,新潟県,南魚沼市公民館,TOPCON NETG5,TRM59800.80 GSI
50243,EL05538509802,名立,新潟県,シーサイドパーク名立,TRIMBLE NETR9,TPSCR.G5 GSI
50244,EL05538449802,松之山,新潟県,特別養護老人ホーム不老閣,TRIMBLE ALLOY,TRM59800.80 GSI
